Date,Comment,tokens_stopword,clean_text,stemmed
2025-12-09T10:18:04Z,"['maksud', 'dan', 'itu', 'gimana']","['maksud', 'gimana']",maksud gimana,maksud gimana
2025-12-14T04:35:59Z,"['asli', 'kita', 'sebetulnya', 'harus', 'lebih', 'banyak', 'belajar', 'lagi', 'setelah', 'nonton', 'ini', 'pantas', 'saja', 'siapapun', 'kita', 'jangan', 'pernah', 'merasa', 'puas', 'akan', 'ilmu', 'karena', 'ilmu', 'itu', 'benar', 'benar', 'luas', 'dan', 'tidak', 'ada', 'batasnya']","['asli', 'lebih', 'banyak', 'belajar', 'nonton', 'pantas', 'siapapun', 'jangan', 'pernah', 'merasa', 'puas', 'ilmu', 'ilmu', 'benar', 'benar', 'luas', 'tidak', 'batasnya']",asli lebih banyak belajar nonton pantas siapapun jangan pernah merasa puas ilmu ilmu benar benar luas tidak batasnya,asli lebih banyak ajar nonton pantas siapa jangan pernah rasa puas ilmu ilmu benar benar luas tidak batas
2025-12-09T09:58:50Z,"['setuju', 'perbanyak', 'profesional', 'dalam', 'bidang', 'agriculture', 'manufacturing', 'economic', 'agar', 'terupdate', 'dalam', 'proses', 'berfikir', 'fungsional', 'dalam', 'peperangan', 'ideologi', 'kolot', 'sampai', 'jangan', 'lupa', 'perbanyak', 'plta', 'pltu', 'pltn', 'close', 'semua']","['setuju', 'perbanyak', 'profesional', 'bidang', 'agriculture', 'manufacturing', 'economic', 'terupdate', 'proses', 'berfikir', 'fungsional', 'peperangan', 'ideologi', 'kolot', 'jangan', 'lupa', 'perbanyak', 'plta', 'pltu', 'pltn', 'close', 'semua']",setuju perbanyak profesional bidang agriculture manufacturing economic terupdate proses berfikir fungsional peperangan ideologi kolot jangan lupa perbanyak plta pltu pltn close semua,tuju banyak profesional bidang agriculture manufacturing economic terupdate proses berfikir fungsional peperangan ideologi kolot jangan lupa banyak plta pltu pltn close semua
2025-12-09T09:35:32Z,"['siapa', 'disini', 'yang', 'bukan', 'anak', 'ekonomi', 'dengerin', 'ini', 'sampai', 'selesai', 'berasa', 'banyak', 'banget', 'istilah', 'yang', 'tidak', 'mengerti', 'tetep', 'menikmati']","['siapa', 'disini', 'bukan', 'anak', 'ekonomi', 'dengerin', 'selesai', 'berasa', 'banyak', 'banget', 'istilah', 'tidak', 'mengerti', 'tetep', 'menikmati']",siapa disini bukan anak ekonomi dengerin selesai berasa banyak banget istilah tidak mengerti tetep menikmati,siapa sini bukan anak ekonomi dengerin selesai asa banyak banget istilah tidak erti tetep nikmat
2025-12-09T09:34:00Z,"['kebayang', 'kuliah', 'ekomoni', 'pas', 'sidang', 'yang', 'nanya', 'mereka']","['kebayang', 'kuliah', 'ekomoni', 'pas', 'sidang', 'nanya']",kebayang kuliah ekomoni pas sidang nanya,bayang kuliah ekomoni pas sidang nanya
2025-12-09T09:20:13Z,"['pengen', 'nya', 'masuk', 'beasiswa', 'dari', 'pak', 'pur']","['pengen', 'masuk', 'beasiswa', 'purbaya']",pengen masuk beasiswa purbaya,ken masuk beasiswa purbaya
2025-12-09T09:12:24Z,"['smg', 'kedepan', 'semakin', 'banyak', 'orang', 'spt', 'beliau', 'pinter', 'dan', 'amanah', 'shg', 'politikus', 'pencintraan', 'tidak', 'laku', 'lagi']","['smg', 'kedepan', 'semakin', 'banyak', 'orang', 'spt', 'beliau', 'pinter', 'amanah', 'shg', 'politikus', 'pencintraan', 'tidak', 'laku']",smg kedepan semakin banyak orang spt beliau pinter amanah shg politikus pencintraan tidak laku,smg depan makin banyak orang spt beliau pinter amanah shg politikus pencintraan tidak laku
2025-12-09T08:57:04Z,"['disini', 'kita', 'belajar', 'orang', 'yang', 'berada', 'diatas', 'itu', 'ternyata', 'banyak', 'badainya', 'dan', 'penuh', 'pengorbanan']","['disini', 'belajar', 'orang', 'berada', 'diatas', 'ternyata', 'banyak', 'badainya', 'penuh', 'pengorbanan']",disini belajar orang berada diatas ternyata banyak badainya penuh pengorbanan,sini ajar orang ada atas nyata banyak badai penuh korban
2025-12-09T08:51:45Z,"['tontonan', 'langkah', 'kita', 'yang', 'awam', 'ekonomi', 'tertarik']","['tontonan', 'langkah', 'awam', 'ekonomi', 'tertarik']",tontonan langkah awam ekonomi tertarik,tonton langkah awam ekonomi tarik
2025-12-09T08:51:29Z,"['please', 'undang', 'pak', 'ichsanudin', 'noorsy', 'pak']","['please', 'undang', 'ichsanudin', 'noorsy']",please undang ichsanudin noorsy,please undang ichsanudin noorsy
2025-12-09T08:02:47Z,"['dosen', 'harus', 'dan', 'gaji', 'dan', 'jaminan']","['dosen', 'gaji', 'jaminan']",dosen gaji jaminan,dosen gaji jamin
2025-12-09T07:48:24Z,"['purbaya', 'sedang', 'berbohong', 'soal', 'kereta', 'cepat', 'whoosh', 'hanya', 'menumbuhkan', 'ekonomi', 'menengah', 'keatas']","['purbaya', 'sedang', 'berbohong', 'soal', 'kereta', 'cepat', 'whoosh', 'menumbuhkan', 'ekonomi', 'menengah', 'keatas']",purbaya sedang berbohong soal kereta cepat whoosh menumbuhkan ekonomi menengah keatas,purbaya sedang bohong soal kereta cepat whoosh tumbuh ekonomi tengah atas
2025-12-09T08:49:40Z,"['aduhh', 'macem', 'mengerti', 'aja', 'anda']","['aduhh', 'macem', 'mengerti', 'aja']",aduhh macem mengerti aja,aduhh macem erti aja
2025-12-09T11:16:57Z,['apa'],['apa'],apa,apa
2025-12-09T07:48:19Z,"['orang', 'mengajarin', 'tehnik', 'dan', 'praktek', 'mahasiswa', 'perlu', 'sukses']","['orang', 'mengajarin', 'tehnik', 'praktek', 'mahasiswa', 'perlu', 'sukses']",orang mengajarin tehnik praktek mahasiswa perlu sukses,orang mengajarin tehnik praktek mahasiswa perlu sukses
2025-12-09T07:46:57Z,"['bagus', 'pak', 'gita', 'keren']","['bagus', 'gita', 'keren']",bagus gita keren,bagus gita keren
2025-12-09T07:46:32Z,"['pak', 'presiden', 'tolong', 'lah', 'banyakin', 'lagi', 'menteri', 'yang', 'kualifikasinya', 'tinggi', 'sesuai', 'bidangnya', 'liat', 'impact', 'yang', 'bisa', 'diciptakan', 'dengan', 'menteri', 'kompeten', 'seperti', 'pak', 'purbaya', 'pak']","['presiden', 'banyakin', 'menteri', 'kualifikasinya', 'tinggi', 'sesuai', 'bidangnya', 'liat', 'impact', 'diciptakan', 'menteri', 'kompeten', 'purbaya']",presiden banyakin menteri kualifikasinya tinggi sesuai bidangnya liat impact diciptakan menteri kompeten purbaya,presiden banyakin menteri kualifikasi tinggi sesuai bidang liat impact cipta menteri kompeten purbaya
2025-12-21T05:46:43Z,[],[],,
2025-12-09T07:44:00Z,"['intinya', 'jikau', 'mau', 'cepat', 'pertumbuhan', 'ekonomi', 'bantu', 'sektor', 'swasta', 'tumbuh', 'terutama', 'startup', 'lokal', 'baru', 'yang', 'ingin', 'berkembang']","['intinya', 'jikau', 'mau', 'cepat', 'pertumbuhan', 'ekonomi', 'bantu', 'sektor', 'swasta', 'tumbuh', 'terutama', 'startup', 'lokal', 'baru', 'berkembang']",intinya jikau mau cepat pertumbuhan ekonomi bantu sektor swasta tumbuh terutama startup lokal baru berkembang,inti jikau mau cepat tumbuh ekonomi bantu sektor swasta tumbuh utama startup lokal baru kembang
2025-12-09T07:20:35Z,"['besarkan', 'domestik', 'pak']","['besarkan', 'domestik']",besarkan domestik,besar domestik
2025-12-09T06:48:30Z,"['ups', 'know', 'you', 'wanna', 'laugh', 'pak', 'purbaya']","['ups', 'know', 'you', 'wanna', 'laugh', 'purbaya']",ups know you wanna laugh purbaya,ups know you wanna laugh purbaya
2025-12-09T06:41:02Z,"['belajar', 'ekonomi', 'gratis', 'terimakasih', 'pak', 'gita', 'sehat', 'untuk', 'bapak', 'dan', 'pak', 'purbaya', 'aamiin']","['belajar', 'ekonomi', 'gratis', 'terimakasih', 'gita', 'sehat', 'purbaya', 'aamiin']",belajar ekonomi gratis terimakasih gita sehat purbaya aamiin,ajar ekonomi gratis terimakasih gita sehat purbaya aamiin
2025-12-09T06:40:52Z,"['undang', 'bahlil', 'pengen', 'tau', 'isi', 'kepalanya', 'apa', 'wkwkwkkw']","['undang', 'bahlil', 'pengen', 'tau', 'isi', 'kepalanya', 'apa', 'wkwkwkkw']",undang bahlil pengen tau isi kepalanya apa wkwkwkkw,undang bahlil ken tau isi kepala apa wkwkwkkw
2025-12-09T06:35:34Z,"['assalamualaikum', 'pak', 'pur', 'bya', 'sehat', 'selalu', 'mamah', 'hartati', 'manah', 'hadiah', 'nya', 'dari', 'bapa', 'pak', 'presiden', 'perabowo', 'sehat', 'selalu', 'bapak', 'presiden', 'salam', 'hormat', 'dari', 'mamah', 'hartati', 'karawang', 'wasalam']","['assalamualaikum', 'purbaya', 'bya', 'sehat', 'selalu', 'mamah', 'hartati', 'manah', 'hadiah', 'bapa', 'presiden', 'perabowo', 'sehat', 'selalu', 'presiden', 'salam', 'hormat', 'mamah', 'hartati', 'karawang', 'wasalam']",assalamualaikum purbaya bya sehat selalu mamah hartati manah hadiah bapa presiden perabowo sehat selalu presiden salam hormat mamah hartati karawang wasalam,assalamualaikum purbaya bya sehat selalu mamah hartati manah hadiah bapa presiden perabowo sehat selalu presiden salam hormat mamah hartati karawang wasalam
2025-12-09T06:28:01Z,"['assalamualaikum', 'bagai', 'mana', 'kabarnya', 'keuwangan', 'mulain', 'berkembang', 'baik', 'sehat', 'selalu', 'sekeluwarga', 'amin', 'wasalam']","['assalamualaikum', 'bagai', 'mana', 'kabarnya', 'keuwangan', 'mulain', 'berkembang', 'baik', 'sehat', 'selalu', 'sekeluwarga', 'amin', 'wasalam']",assalamualaikum bagai mana kabarnya keuwangan mulain berkembang baik sehat selalu sekeluwarga amin wasalam,assalamualaikum bagai mana kabar keuwangan mulain kembang baik sehat selalu sekeluwarga amin wasalam
2025-12-09T06:03:07Z,"['thank', 'you', 'untuk', 'interview', 'ini', 'pak', 'gita', 'dan', 'pak', 'purbaya', 'harapan', 'rakyat', 'bisa', 'meningkat', 'dengan', 'adanya', 'berita', 'ini']","['thank', 'you', 'interview', 'gita', 'purbaya', 'harapan', 'rakyat', 'meningkat', 'adanya', 'berita']",thank you interview gita purbaya harapan rakyat meningkat adanya berita,thank you interview gita purbaya harap rakyat tingkat ada berita
2025-12-09T05:39:05Z,"['ada', 'orang', 'seperti', 'pak', 'menteri', 'pemikirannya', 'top']","['orang', 'menteri', 'pemikirannya', 'top']",orang menteri pemikirannya top,orang menteri pikir top
2025-12-09T05:20:02Z,"['orang', 'ini', 'buat', 'gue', 'tambah', 'semngat', 'untuk', 'menyekolahkan', 'anak', 'gue']","['orang', 'buat', 'gue', 'tambah', 'semngat', 'menyekolahkan', 'anak', 'gue']",orang buat gue tambah semngat menyekolahkan anak gue,orang buat gue tambah semngat sekolah anak gue
2025-12-09T05:15:01Z,"['ngeri', 'pokoknya', 'semua', 'pertanyaan', 'dijawab', 'dengan', 'keilmuan', 'lengkap', 'dengan', 'referensinya', 'bukan', 'dongeng', 'atau', 'kepentingan', 'kelompok']","['ngeri', 'pokoknya', 'semua', 'pertanyaan', 'dijawab', 'keilmuan', 'lengkap', 'referensinya', 'bukan', 'dongeng', 'kepentingan', 'kelompok']",ngeri pokoknya semua pertanyaan dijawab keilmuan lengkap referensinya bukan dongeng kepentingan kelompok,ngeri pokok semua tanya jawab ilmu lengkap referensi bukan dongeng penting kelompok
2025-12-09T04:53:27Z,"['setuju', 'pak', 'perlu', 'ada', 'peningkatan', 'kesejahteraan', 'para', 'tenaga', 'pengajar']","['setuju', 'perlu', 'peningkatan', 'kesejahteraan', 'tenaga', 'pengajar']",setuju perlu peningkatan kesejahteraan tenaga pengajar,tuju perlu tingkat sejahtera tenaga ajar
2025-12-09T04:35:57Z,"['obrolan', 'kelas', 'tinggi', 'tapi', 'mudah', 'dpahami', 'keren', 'menkeu']","['obrolan', 'kelas', 'tinggi', 'mudah', 'dpahami', 'keren', 'menkeu']",obrolan kelas tinggi mudah dpahami keren menkeu,obrol kelas tinggi mudah dpahami keren menkeu
2025-12-09T04:33:34Z,"['pak', 'tidak', 'perlu', 'buat', 'sekolah', 'baru', 'sudah', 'ada', 'smp', 'sma', 'negeri', 'tinggal', 'meningkatkan', 'kualitas', 'pendidikan', 'dan', 'memperbaiki', 'sistem', 'pendidikan', 'pak']","['tidak', 'perlu', 'buat', 'sekolah', 'baru', 'smp', 'sma', 'negeri', 'tinggal', 'meningkatkan', 'kualitas', 'pendidikan', 'memperbaiki', 'sistem', 'pendidikan']",tidak perlu buat sekolah baru smp sma negeri tinggal meningkatkan kualitas pendidikan memperbaiki sistem pendidikan,tidak perlu buat sekolah baru smp sma negeri tinggal tingkat kualitas didik baik sistem didik
2025-12-09T04:28:03Z,"['sebenernya', 'banyak', 'pak', 'bibit', 'anak', 'bangsa', 'yang', 'cerdas', 'hanya', 'saja', 'bnyak', 'sekali', 'yang', 'tidak', 'memiliki', 'kesempatan', 'untuk', 'pendidikan', 'yang', 'lebih', 'tinggi', 'karena', 'banyak', 'faktor', 'salah', 'satunya', 'faktor', 'ekonomi']","['sebenernya', 'banyak', 'bibit', 'anak', 'bangsa', 'cerdas', 'bnyak', 'sekali', 'tidak', 'memiliki', 'kesempatan', 'pendidikan', 'lebih', 'tinggi', 'banyak', 'faktor', 'salah', 'satunya', 'faktor', 'ekonomi']",sebenernya banyak bibit anak bangsa cerdas bnyak sekali tidak memiliki kesempatan pendidikan lebih tinggi banyak faktor salah satunya faktor ekonomi,sebenernya banyak bibit anak bangsa cerdas bnyak sekali tidak milik sempat didik lebih tinggi banyak faktor salah satu faktor ekonomi
2025-12-09T04:22:54Z,"['pak', 'jangan', 'cuma', 'cetak', 'mafia', 'berkeley', 'jilid', 'cobalah', 'pendekatan', 'lain', 'ekonomi', 'yang', 'berketuhanan', 'yang', 'cinta', 'kasih', 'dan', 'merata', 'manfaatnya']","['jangan', 'cuma', 'cetak', 'mafia', 'berkeley', 'jilid', 'cobalah', 'pendekatan', 'ekonomi', 'berketuhanan', 'cinta', 'kasih', 'merata', 'manfaatnya']",jangan cuma cetak mafia berkeley jilid cobalah pendekatan ekonomi berketuhanan cinta kasih merata manfaatnya,jangan cuma cetak mafia berkeley jilid coba dekat ekonomi tuhan cinta kasih rata manfaat
2025-12-09T03:56:22Z,"['negara', 'ini', 'bobrok', 'karena', 'belum', 'memiliki', 'satu', 'hal', 'yaitu', 'quot', 'sistem', 'quot', 'makanya', 'tidak', 'tertata', 'dengan', 'baik', 'dri', 'segala', 'lini']","['negara', 'bobrok', 'memiliki', 'satu', 'sistem', 'makanya', 'tidak', 'tertata', 'baik', 'dri', 'segala', 'lini']",negara bobrok memiliki satu sistem makanya tidak tertata baik dri segala lini,negara bobrok milik satu sistem makanya tidak tata baik dri segala lini
2025-12-09T03:30:07Z,"['luar', 'biasa', 'terima', 'kasih', 'atas', 'sharing', 'informasi', 'dan', 'ilmunya', 'pak', 'purbaya', 'dan', 'pak', 'gita', 'semoga', 'sehat', 'selalu', 'dan', 'indonesia', 'dapat', 'mencapai', 'pertumbuhan', 'ekonomi', 'sesuai', 'dengan', 'yang', 'direncanakan']","['luar', 'biasa', 'terima', 'kasih', 'atas', 'sharing', 'informasi', 'ilmunya', 'purbaya', 'gita', 'semoga', 'sehat', 'selalu', 'indonesia', 'mencapai', 'pertumbuhan', 'ekonomi', 'sesuai', 'direncanakan']",luar biasa terima kasih atas sharing informasi ilmunya purbaya gita semoga sehat selalu indonesia mencapai pertumbuhan ekonomi sesuai direncanakan,luar biasa terima kasih atas sharing informasi ilmu purbaya gita moga sehat selalu indonesia capai tumbuh ekonomi sesuai rencana
2025-12-09T03:22:16Z,"['pembunuh', 'berdarah', 'dingin', 'ceki', 'kasih', 'napas', 'sedikit', 'cekik', 'lagi', 'napas', 'sedikit']","['pembunuh', 'berdarah', 'dingin', 'ceki', 'kasih', 'napas', 'sedikit', 'cekik', 'napas', 'sedikit']",pembunuh berdarah dingin ceki kasih napas sedikit cekik napas sedikit,bunuh darah dingin ceki kasih napas sedikit cekik napas sedikit
2025-12-09T03:19:09Z,"['obrolan', 'berat', 'yang', 'enak', 'didengar', 'respect', 'pak', 'pur', 'pak', 'gita']","['obrolan', 'berat', 'enak', 'didengar', 'respect', 'purbaya', 'gita']",obrolan berat enak didengar respect purbaya gita,obrol berat enak dengar respect purbaya gita
2025-12-09T03:09:48Z,"['setiap', 'kebijakan', 'yang', 'dibuat', 'dan', 'ada', 'harapan', 'baik', 'kedepan', 'pak', 'gita', 'selalu', 'bilang', 'quot', 'alhamdulillah', 'insyaallah', 'quot', 'respect', 'bro', 'ini', 'bukan', 'sekedar', 'podcast', 'tapi', 'ini', 'sumber', 'referensi', 'dan', 'pengetahuan', 'dan', 'juga', 'kepentingan', 'baik', 'nkri']","['kebijakan', 'dibuat', 'harapan', 'baik', 'kedepan', 'gita', 'selalu', 'bilang', 'alhamdulillah', 'insyaallah', 'respect', 'bro', 'bukan', 'sekedar', 'podcast', 'sumber', 'referensi', 'pengetahuan', 'kepentingan', 'baik', 'nkri']",kebijakan dibuat harapan baik kedepan gita selalu bilang alhamdulillah insyaallah respect bro bukan sekedar podcast sumber referensi pengetahuan kepentingan baik nkri,bijak buat harap baik depan gita selalu bilang alhamdulillah insyaallah respect bro bukan dar podcast sumber referensi tahu penting baik nkri
2025-12-09T03:04:35Z,"['orang', 'yang', 'sudah', 'semestinya', 'kerja', 'aja', 'sampai', 'dipuja', 'puja', 'padahal', 'sudah', 'standarnya', 'bekerja', 'dengan', 'benar', 'dan', 'sesuai']","['orang', 'semestinya', 'kerja', 'aja', 'dipuja', 'puja', 'padahal', 'standarnya', 'bekerja', 'benar', 'sesuai']",orang semestinya kerja aja dipuja puja padahal standarnya bekerja benar sesuai,orang mesti kerja aja puja puja padahal standar kerja benar sesuai
2025-12-09T02:49:05Z,"['pmk', 'tahun', 'apakah', 'reaksi', 'dari', 'kinerja', 'kementerian', 'desa', 'pak', 'purbaya']","['pmk', 'tahun', 'reaksi', 'kinerja', 'kementerian', 'desa', 'purbaya']",pmk tahun reaksi kinerja kementerian desa purbaya,pmk tahun reaksi kerja menteri desa purbaya
2025-12-09T02:30:55Z,"['kuliah', 'dulu', 'sks']","['kuliah', 'dulu', 'sks']",kuliah dulu sks,kuliah dulu sks
2025-12-09T02:19:12Z,"['coba', 'semua', 'pejabat', 'right', 'man', 'the', 'right', 'place', 'kayak', 'gini', 'kerja', 'sesuai', 'kompetensi', 'bukan', 'karena', 'insentif', 'politik', 'maju', 'negara', 'kita']","['coba', 'semua', 'pejabat', 'right', 'man', 'the', 'right', 'place', 'kayak', 'gini', 'kerja', 'sesuai', 'kompetensi', 'bukan', 'insentif', 'politik', 'maju', 'negara']",coba semua pejabat right man the right place kayak gini kerja sesuai kompetensi bukan insentif politik maju negara,coba semua jabat right man the right place kayak gin kerja sesuai kompetensi bukan insentif politik maju negara
2025-12-09T01:45:51Z,"['pak', 'lanjut', 'bahas', 'persiapan', 'orang', 'pintar', 'dan', 'guru', 'bayaran', 'tinggi', 'bisa', 'ngobrol', 'dengan', 'menteri', 'pendidikan', 'bahas', 'kurikulum', 'yang', 'sesuai', 'dengan', 'tantangan', 'masa', 'depan']","['lanjut', 'bahas', 'persiapan', 'orang', 'pintar', 'guru', 'bayaran', 'tinggi', 'ngobrol', 'menteri', 'pendidikan', 'bahas', 'kurikulum', 'sesuai', 'tantangan', 'masa', 'depan']",lanjut bahas persiapan orang pintar guru bayaran tinggi ngobrol menteri pendidikan bahas kurikulum sesuai tantangan masa depan,lanjut bahas siap orang pintar guru bayar tinggi ngobrol menteri didik bahas kurikulum sesuai tantang masa depan
2025-12-09T01:33:08Z,"['this', 'podcast', 'invaluable']","['this', 'podcast', 'invaluable']",this podcast invaluable,this podcast invaluable
2025-12-09T01:26:11Z,"['like', 'this', 'podcast']","['like', 'this', 'podcast']",like this podcast,like this podcast
2025-12-09T01:10:20Z,"['terimakasih', 'pak', 'gita', 'selalu', 'menyajikan', 'acara', 'yang', 'sangat', 'berkualitas', 'tinggi', 'diskusi', 'sangat', 'bermanfaat']","['terimakasih', 'gita', 'selalu', 'menyajikan', 'acara', 'sangat', 'berkualitas', 'tinggi', 'diskusi', 'sangat', 'bermanfaat']",terimakasih gita selalu menyajikan acara sangat berkualitas tinggi diskusi sangat bermanfaat,terimakasih gita selalu saji acara sangat kualitas tinggi diskusi sangat manfaat
2025-12-09T01:00:50Z,"['terimakasih', 'pak', 'gita', 'dan', 'pak', 'purbaya']","['terimakasih', 'gita', 'purbaya']",terimakasih gita purbaya,terimakasih gita purbaya
2025-12-09T00:55:20Z,"['podcast', 'berkualitas', 'tanpa', 'ada', 'embel', 'like', 'comment', 'and', 'subscribe']","['podcast', 'berkualitas', 'embel', 'like', 'comment', 'and', 'subscribe']",podcast berkualitas embel like comment and subscribe,podcast kualitas embel like comment and subscribe
2025-12-09T00:15:52Z,"['hebat', 'istrinya', 'mengencourage', 'suaminya']","['hebat', 'istrinya', 'mengencourage', 'suaminya']",hebat istrinya mengencourage suaminya,hebat istri mengencourage suami
2025-12-09T00:06:07Z,"['psk', 'pur', 'ini', 'benar', 'pintar']","['psk', 'purbaya', 'benar', 'pintar']",psk purbaya benar pintar,psk purbaya benar pintar
2025-12-08T22:54:47Z,"['salfok', 'genz', 'mental']","['salfok', 'genz', 'mental']",salfok genz mental,salfok genz mental
2025-12-08T18:56:46Z,"['terharu', 'dengan', 'optimisme', 'menkeu', 'sehat', 'selalu', 'pak', 'pur', 'the', 'moon', 'for', 'all']","['terharu', 'optimisme', 'menkeu', 'sehat', 'selalu', 'purbaya', 'the', 'moon', 'for', 'all']",terharu optimisme menkeu sehat selalu purbaya the moon for all,haru optimisme menkeu sehat selalu purbaya the moon for all
